district_id,total_aadhaar_holders,total_biometric_updates,total_demographic_updates,biometric_coverage_count,last_biometric_update_date,days_since_last_update,years_since_last_update,update_recency_rank,biometric_coverage_ratio,biometric_coverage_gap,uncovered_population,demographic_to_biometric_ratio,update_lag_proxy,adult_population_proxy,population_impact_score,update_consistency,operational_neglect_proxy,urgency_signal,governance_concern_score,days_since_last_update_norm,years_since_last_update_norm,update_recency_rank_norm,biometric_coverage_ratio_norm,biometric_coverage_gap_norm,uncovered_population_norm,demographic_to_biometric_ratio_norm,update_lag_proxy_norm,adult_population_proxy_norm,population_impact_score_norm,update_consistency_norm,operational_neglect_proxy_norm,urgency_signal_norm,governance_concern_score_norm,bsi_score,bsi_tier,cps_score,cps_tier,cps_rank,is_top_20,is_top_100,camp_type,deployment_freq_days,location_suitability,strategy_reasoning
D042,20,0,4,0,,289.5,0.7931506849315069,36.0,0.0,1.0,20,0.0,0.39657534246575343,15.0,1.0,0.0,0.39657534246575343,2.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,Critical,70.0,Tier 2,11,True,True,FREQUENT_MOBILE,14-21 days,Standard Suitability,"Assigned FREQUENT_MOBILE due to CPS 70.0. Location is Standard Suitability (Pop Score: 0.00, Gap: 1.00)."
D024,20,0,5,0,,289.5,0.7931506849315069,36.0,0.0,1.0,20,0.0,0.39657534246575343,15.0,1.0,0.0,0.39657534246575343,2.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,Critical,70.0,Tier 2,12,True,True,FREQUENT_MOBILE,14-21 days,Standard Suitability,"Assigned FREQUENT_MOBILE due to CPS 70.0. Location is Standard Suitability (Pop Score: 0.00, Gap: 1.00)."
D028,20,0,1,0,,289.5,0.7931506849315069,36.0,0.0,1.0,20,0.0,0.39657534246575343,15.0,1.0,0.0,0.39657534246575343,2.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,Critical,70.0,Tier 2,13,True,True,FREQUENT_MOBILE,14-21 days,Standard Suitability,"Assigned FREQUENT_MOBILE due to CPS 70.0. Location is Standard Suitability (Pop Score: 0.00, Gap: 1.00)."
D027,20,0,7,0,,289.5,0.7931506849315069,36.0,0.0,1.0,20,0.0,0.39657534246575343,15.0,1.0,0.0,0.39657534246575343,2.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,Critical,70.0,Tier 2,14,True,True,FREQUENT_MOBILE,14-21 days,Standard Suitability,"Assigned FREQUENT_MOBILE due to CPS 70.0. Location is Standard Suitability (Pop Score: 0.00, Gap: 1.00)."
D015,20,0,3,0,,289.5,0.7931506849315069,36.0,0.0,1.0,20,0.0,0.39657534246575343,15.0,1.0,0.0,0.39657534246575343,2.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,Critical,70.0,Tier 2,15,True,True,FREQUENT_MOBILE,14-21 days,Standard Suitability,"Assigned FREQUENT_MOBILE due to CPS 70.0. Location is Standard Suitability (Pop Score: 0.00, Gap: 1.00)."
D021,20,4,5,4,2025-07-08,193.0,0.5287671232876713,35.0,0.2,0.8,16,1.25,0.21150684931506852,15.0,1.0,0.13082437275985662,0.21150684931506852,1.4666666666666668,0.8,0.6666666666666666,0.6666666666666666,0.9714285714285714,0.2,0.8,0.8,1.0,0.5333333333333333,0.0,0.0,0.13082437275985662,0.5333333333333333,0.7333333333333334,0.8,0.7708781362007169,Critical,55.93,Tier 3,16,True,True,MONTHLY_MOBILE,28-35 days,Standard Suitability,"Assigned MONTHLY_MOBILE due to CPS 55.93. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.80)."
D017,20,5,4,5,2025-09-11,128.0,0.3506849315068493,34.0,0.25,0.75,15,0.8,0.1315068493150685,15.0,1.0,0.18509127789046656,0.1315068493150685,1.1921416234887738,0.75,0.4421416234887737,0.4421416234887737,0.9428571428571428,0.25,0.75,0.75,0.6400000000000001,0.3316062176165803,0.0,0.0,0.18509127789046656,0.3316062176165803,0.5960708117443869,0.75,0.6495747021338462,High,48.78,Tier 4,17,True,True,QUARTERLY_FIXED,90 days,Standard Suitability,"Assigned QUARTERLY_FIXED due to CPS 48.78. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.75)."
D014,20,9,6,9,2025-09-17,122.0,0.33424657534246577,33.0,0.45,0.55,11,0.6666666666666666,0.0919178082191781,15.0,1.0,0.3372689938398358,0.0919178082191781,0.9714162348877375,0.55,0.42141623488773744,0.42141623488773744,0.9142857142857143,0.45,0.55,0.55,0.5333333333333333,0.23177892918825563,0.0,0.0,0.3372689938398358,0.23177892918825563,0.48570811744386877,0.55,0.5380223461111524,High,40.16,Tier 4,18,True,True,QUARTERLY_FIXED,90 days,Standard Suitability,"Assigned QUARTERLY_FIXED due to CPS 40.16. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.55)."
D025,20,6,4,6,2025-11-30,48.0,0.13150684931506848,22.0,0.3,0.7,14,0.6666666666666666,0.04602739726027397,15.0,1.0,0.2651331719128329,0.04602739726027397,0.8658031088082901,0.7,0.16580310880829013,0.16580310880829013,0.6,0.3,0.7,0.7000000000000001,0.5333333333333333,0.11606217616580308,0.0,0.0,0.2651331719128329,0.11606217616580308,0.4329015544041451,0.7,0.4985246333538245,Moderate,39.62,Tier 5,19,True,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 39.62. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.70)."
D040,20,10,9,10,2025-09-18,121.0,0.3315068493150685,32.0,0.5,0.5,10,0.9,0.08287671232876713,15.0,1.0,0.37551440329218105,0.08287671232876713,0.9179620034542315,0.5,0.4179620034542314,0.41796200345423146,0.8857142857142857,0.5,0.5,0.5,0.7200000000000001,0.20898100172711573,0.0,0.0,0.37551440329218105,0.20898100172711573,0.45898100172711576,0.5,0.5107547602294291,High,38.03,Tier 5,20,True,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 38.03. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.50)."
D020,20,8,5,8,2025-11-07,71.0,0.19452054794520549,29.0,0.4,0.6,12,0.625,0.05835616438356164,15.0,1.0,0.33486238532110096,0.05835616438356164,0.8452504317789291,0.6,0.2452504317789292,0.24525043177892916,0.7999999999999999,0.4,0.6,0.6000000000000001,0.5,0.1471502590673575,0.0,0.0,0.33486238532110096,0.1471502590673575,0.42262521588946456,0.6,0.48089833784918634,Moderate,37.35,Tier 5,21,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 37.35. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.60)."
D037,20,8,4,8,2025-11-28,50.0,0.136986301369863,24.0,0.4,0.6,12,0.5,0.0410958904109589,15.0,1.0,0.35180722891566263,0.0410958904109589,0.7727115716753022,0.6,0.17271157167530224,0.1727115716753022,0.6571428571428571,0.4,0.6,0.6000000000000001,0.4,0.10362694300518133,0.0,0.0,0.35180722891566263,0.10362694300518133,0.3863557858376511,0.6,0.4459520985496389,Moderate,35.26,Tier 5,22,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 35.26. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.60)."
D032,20,9,5,9,2025-11-11,67.0,0.18356164383561643,28.0,0.45,0.55,11,0.5555555555555556,0.050479452054794524,15.0,1.0,0.3802083333333333,0.050479452054794524,0.781433506044905,0.55,0.231433506044905,0.23143350604490498,0.7714285714285714,0.45,0.55,0.55,0.4444444444444445,0.12728842832469775,0.0,0.0,0.3802083333333333,0.12728842832469775,0.3907167530224525,0.55,0.44700048575129536,Moderate,34.75,Tier 5,23,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 34.75. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.55)."
D011,20,8,3,8,2025-12-04,44.0,0.12054794520547946,20.0,0.4,0.6,12,0.375,0.03616438356164384,15.0,1.0,0.35696821515892424,0.03616438356164384,0.751986183074266,0.6,0.15198618307426598,0.15198618307426598,0.5428571428571428,0.4,0.6,0.6000000000000001,0.30000000000000004,0.09119170984455958,0.0,0.0,0.35696821515892424,0.09119170984455958,0.375993091537133,0.6,0.4358555979240829,Moderate,34.65,Tier 5,24,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 34.65. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.60)."
D035,20,10,8,10,2025-10-23,86.0,0.2356164383561644,30.0,0.5,0.5,10,0.8,0.0589041095890411,15.0,1.0,0.40465631929046564,0.0589041095890411,0.7970639032815199,0.5,0.2970639032815198,0.2970639032815198,0.8285714285714285,0.5,0.5,0.5,0.6400000000000001,0.1485319516407599,0.0,0.0,0.40465631929046564,0.1485319516407599,0.39853195164075994,0.5,0.45219584956094494,Moderate,34.52,Tier 5,25,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 34.52. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.50)."
D016,20,10,8,10,2025-11-21,57.0,0.15616438356164383,26.0,0.5,0.5,10,0.8,0.03904109589041096,15.0,1.0,0.43246445497630337,0.03904109589041096,0.6968911917098446,0.5,0.19689119170984454,0.19689119170984454,0.7142857142857143,0.5,0.5,0.5,0.6400000000000001,0.09844559585492227,0.0,0.0,0.43246445497630337,0.09844559585492227,0.3484455958549223,0.5,0.40239391744223163,Moderate,31.47,Tier 5,26,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 31.47. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.50)."
D018,20,10,4,10,2025-11-29,49.0,0.13424657534246576,23.0,0.5,0.5,10,0.4,0.03356164383561644,15.0,1.0,0.44082125603864736,0.03356164383561644,0.6692573402417962,0.5,0.1692573402417962,0.1692573402417962,0.6285714285714286,0.5,0.5,0.5,0.32000000000000006,0.0846286701208981,0.0,0.0,0.44082125603864736,0.0846286701208981,0.3346286701208981,0.5,0.38841549648319196,Moderate,30.6,Tier 5,27,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 30.6. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.50)."
D002,20,12,5,12,2025-10-20,89.0,0.24383561643835616,31.0,0.6,0.4,8,0.4166666666666667,0.04876712328767124,15.0,1.0,0.48237885462555063,0.04876712328767124,0.707426597582038,0.4,0.307426597582038,0.30742659758203794,0.8571428571428571,0.6,0.4,0.4,0.33333333333333337,0.1229706390328152,0.0,0.0,0.48237885462555063,0.1229706390328152,0.353713298791019,0.4,0.4041380399138724,Moderate,30.56,Tier 5,28,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 30.56. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.40)."
D006,20,11,5,11,2025-12-11,37.0,0.10136986301369863,19.0,0.55,0.44999999999999996,9,0.45454545454545453,0.02280821917808219,15.0,1.0,0.4993781094527364,0.02280821917808219,0.5778065630397236,0.44999999999999996,0.12780656303972365,0.12780656303972365,0.5142857142857142,0.55,0.44999999999999996,0.45,0.36363636363636365,0.05751295336787564,0.0,0.0,0.4993781094527364,0.05751295336787564,0.2889032815198618,0.44999999999999996,0.3388402869074317,Moderate,26.95,Tier 5,29,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 26.95. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.45)."
D007,20,11,7,11,2025-12-12,36.0,0.09863013698630137,18.0,0.55,0.44999999999999996,9,0.6363636363636364,0.022191780821917806,15.0,1.0,0.5006234413965087,0.022191780821917806,0.5743523316062176,0.44999999999999996,0.12435233160621761,0.1243523316062176,0.48571428571428565,0.55,0.44999999999999996,0.45,0.5090909090909091,0.055958549222797915,0.0,0.0,0.5006234413965087,0.055958549222797915,0.2871761658031088,0.44999999999999996,0.337022728153709,Moderate,26.84,Tier 5,30,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 26.84. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.45)."
D050,20,12,3,12,2025-11-28,50.0,0.136986301369863,24.0,0.6,0.4,8,0.25,0.0273972602739726,15.0,1.0,0.5277108433734939,0.0273972602739726,0.5727115716753023,0.4,0.17271157167530224,0.1727115716753022,0.6571428571428571,0.6,0.4,0.4,0.2,0.06908462867012088,0.0,0.0,0.5277108433734939,0.06908462867012088,0.28635578583765114,0.4,0.334385833489398,Moderate,26.17,Tier 5,31,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 26.17. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.40)."
D019,20,12,9,12,2025-12-02,46.0,0.12602739726027398,21.0,0.6,0.4,8,0.75,0.0252054794520548,15.0,1.0,0.5328467153284672,0.0252054794520548,0.558894645941278,0.4,0.15889464594127806,0.15889464594127806,0.5714285714285714,0.6,0.4,0.4,0.6000000000000001,0.06355785837651123,0.0,0.0,0.5328467153284672,0.06355785837651123,0.279447322970639,0.4,0.32706150801154765,Moderate,25.7,Tier 5,32,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 25.7. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.40)."
D047,20,12,6,12,2025-12-15,33.0,0.09041095890410959,17.0,0.6,0.4,8,0.5,0.01808219178082192,15.0,1.0,0.550251256281407,0.01808219178082192,0.5139896373056995,0.4,0.11398963730569947,0.11398963730569947,0.45714285714285713,0.6,0.4,0.4,0.4,0.04559585492227979,0.0,0.0,0.550251256281407,0.04559585492227979,0.25699481865284973,0.4,0.30300791522378734,Moderate,24.15,Tier 5,33,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 24.15. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.40)."
D039,20,13,6,13,2025-12-18,30.0,0.0821917808219178,15.0,0.65,0.35,7,0.46153846153846156,0.014383561643835615,15.0,1.0,0.6006329113924052,0.014383561643835615,0.4536269430051813,0.35,0.10362694300518134,0.10362694300518133,0.39999999999999997,0.65,0.35,0.35000000000000003,0.36923076923076925,0.03626943005181346,0.0,0.0,0.6006329113924052,0.03626943005181346,0.22681347150259065,0.35,0.2687292582147307,Moderate,21.42,Tier 5,34,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 21.42. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.35)."
D031,20,15,5,15,2025-11-20,58.0,0.1589041095890411,27.0,0.75,0.25,5,0.3333333333333333,0.01986301369863014,15.0,1.0,0.6471631205673759,0.01986301369863014,0.4503454231433506,0.25,0.2003454231433506,0.2003454231433506,0.7428571428571428,0.75,0.25,0.25,0.26666666666666666,0.05008635578583765,0.0,0.0,0.6471631205673759,0.05008635578583765,0.2251727115716753,0.25,0.26613107705875866,Moderate,20.36,Tier 5,35,False,True,ANNUAL_PREVENTIVE,365 days,Standard Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 20.36. Location is Standard Suitability (Pop Score: 0.00, Gap: 0.25)."
D022,20,16,4,16,2025-12-16,32.0,0.08767123287671233,16.0,0.8,0.19999999999999996,4,0.25,0.00876712328767123,15.0,1.0,0.7355163727959697,0.00876712328767123,0.3105354058721934,0.19999999999999996,0.11053540587219343,0.11053540587219343,0.42857142857142855,0.8,0.19999999999999996,0.2,0.2,0.02210708117443868,0.0,0.0,0.7355163727959697,0.02210708117443868,0.1552677029360967,0.19999999999999996,0.18678343187028795,Low,14.63,Tier 5,36,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 14.63. Location is Low Suitability (Pop Score: 0.00, Gap: 0.20)."
D029,20,17,6,17,2026-01-16,1.0,0.0027397260273972603,6.0,0.85,0.15000000000000002,3,0.35294117647058826,0.00020547945205479456,15.0,1.0,0.8476775956284152,0.00020547945205479456,0.15345423143350606,0.15000000000000002,0.0034542314335060447,0.0034542314335060447,0.14285714285714285,0.85,0.15000000000000002,0.15000000000000002,0.28235294117647064,0.0005181347150259068,0.0,0.0,0.8476775956284152,0.0005181347150259068,0.07672711571675303,0.15000000000000002,0.09219453410345713,Low,7.66,Tier 5,37,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 7.66. Location is Low Suitability (Pop Score: 0.00, Gap: 0.15)."
D041,20,18,10,18,2026-01-13,4.0,0.010958904109589041,13.0,0.9,0.09999999999999998,2,0.5555555555555556,0.0005479452054794519,15.0,1.0,0.8902439024390244,0.0005479452054794519,0.11381692573402416,0.09999999999999998,0.013816925734024179,0.013816925734024179,0.34285714285714286,0.9,0.09999999999999998,0.1,0.4444444444444445,0.0013816925734024175,0.0,0.0,0.8902439024390244,0.0013816925734024175,0.05690846286701208,0.09999999999999998,0.06894140443995112,Low,5.64,Tier 5,38,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.64. Location is Low Suitability (Pop Score: 0.00, Gap: 0.10)."
D038,20,18,10,18,2026-01-16,1.0,0.0027397260273972603,6.0,0.9,0.09999999999999998,2,0.5555555555555556,0.00013698630136986298,15.0,1.0,0.8975409836065573,0.00013698630136986298,0.10345423143350602,0.09999999999999998,0.0034542314335060447,0.0034542314335060447,0.14285714285714285,0.9,0.09999999999999998,0.1,0.4444444444444445,0.00034542314335060437,0.0,0.0,0.8975409836065573,0.00034542314335060437,0.05172711571675301,0.09999999999999998,0.06224234831110735,Low,5.16,Tier 5,39,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.16. Location is Low Suitability (Pop Score: 0.00, Gap: 0.10)."
D003,20,18,4,18,2026-01-17,0.0,0.0,1.0,0.9,0.09999999999999998,2,0.2222222222222222,0.0,15.0,1.0,0.9,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.9,0.09999999999999998,0.1,0.17777777777777778,0.0,0.0,0.0,0.9,0.0,0.04999999999999999,0.09999999999999998,0.059999999999999984,Low,5.0,Tier 5,40,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.0. Location is Low Suitability (Pop Score: 0.00, Gap: 0.10)."
D033,20,18,9,18,2026-01-17,0.0,0.0,1.0,0.9,0.09999999999999998,2,0.5,0.0,15.0,1.0,0.9,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.9,0.09999999999999998,0.1,0.4,0.0,0.0,0.0,0.9,0.0,0.04999999999999999,0.09999999999999998,0.059999999999999984,Low,5.0,Tier 5,41,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 5.0. Location is Low Suitability (Pop Score: 0.00, Gap: 0.10)."
D036,20,19,7,19,2026-01-12,5.0,0.0136986301369863,14.0,0.95,0.050000000000000044,1,0.3684210526315789,0.0003424657534246578,15.0,1.0,0.9371621621621621,0.0003424657534246578,0.06727115716753027,0.050000000000000044,0.017271157167530225,0.01727115716753022,0.3714285714285714,0.95,0.050000000000000044,0.05,0.29473684210526313,0.0008635578583765118,0.0,0.0,0.9371621621621621,0.0008635578583765118,0.03363557858376513,0.050000000000000044,0.04140170611025537,Low,3.33,Tier 5,42,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.33. Location is Low Suitability (Pop Score: 0.00, Gap: 0.05)."
D045,20,19,6,19,2026-01-14,3.0,0.00821917808219178,12.0,0.95,0.050000000000000044,1,0.3157894736842105,0.0002054794520547947,15.0,1.0,0.9422554347826085,0.0002054794520547947,0.06036269430051818,0.050000000000000044,0.010362694300518133,0.010362694300518133,0.3142857142857143,0.95,0.050000000000000044,0.05,0.25263157894736843,0.0005181347150259071,0.0,0.0,0.9422554347826085,0.0005181347150259071,0.03018134715025909,0.050000000000000044,0.03685567554629428,Low,3.0,Tier 5,43,False,True,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.0. Location is Low Suitability (Pop Score: 0.00, Gap: 0.05)."
